x,y
1,18
2.205599128,18.20305469
4.319923125,23.02910545
5.950559304,19.68262132
6.642783188,14.85169821
7.810729971,14.10663653
8.981573088,14.84763793
10.15241621,15.58863933
11.31891482,14.10054611
12.48830977,14.09851597
14.3680307,18.55345699
15.53597748,17.80839531
16.70537243,17.80636517
17.87911188,20.03342965
20.23238345,27.45968479
21.4017784,27.45765465
22.57406969,28.94168759
23.7405683,27.45359436
25.61739289,30.42247231
26.78533968,29.67741062
28.91052493,40.07619795
30.78662543,42.67356012
31.26307242,47.13093732
32.44115637,51.58709642
33.61417174,53.44264514
34.78429077,53.81213077
35.95223755,53.06706909
38.07090605,60.12221448
40.16495571,54.54582366
42.51822728,61.9720788
43.69269082,64.57065905
44.86425802,65.68317622
48.15376963,73.47932302
49.78078539,68.27526003
51.39404357,56.01239739
52.78645625,50.43722466
53.94788629,46.34852104
55.34753981,44.48850602
56.98469274,44.48566382
58.16494894,50.05637024
58.40751693,54.51415347
60.74196233,52.28099856
61.93163162,62.68141
64.0336462,61.19169266
65.91191896,64.90360215
67.34198399,78.6472495
69.66556813,70.84135803
72.01449521,76.03851854
73.17447707,71.20678338
74.56616567,65.26009488
75.48792405,58.19967112
76.6616635,60.4267356
76.90785191,66.74209768
78.08231544,69.34067793
80.43848335,78.25299615
81.61729139,83.08067103
83.03142658,88.65097142
84.19937336,87.90590974
85.58816563,80.47315815
86.27170051,71.1840458
87.44109546,71.18201566
88.60976633,70.80846975
89.77481678,68.57734498
90.94638398,69.68986215
92.11939935,71.54541087
93.52267329,71.5429747
95.36836229,58.53667449
96.53268865,55.93403396
97.70353177,56.67503536
98.87437489,57.41603676
100.9915952,63.72815061
103.0827485,56.66569671
104.2499712,55.54911926
105.4142976,52.94647872
106.5815203,51.82990127
108.6748459,45.88199468
109.8536539,50.70966956
110.7964107,54.42320316
111.9708742,57.02178341
113.1460619,59.99187944
114.3190772,61.84742815
115.4906444,62.95994532
117.8156767,55.89708539
119.2102617,51.43645998
120.1341923,45.49058353
121.2956223,41.40187991
122.4650173,41.39984977
123.4092223,45.85641491
125.7617697,52.91115427
126.9297165,52.16609259
128.3315423,51.42062488
129.4980409,49.93253165
129.9592821,46.58807766
131.1294012,46.95756329
132.2987961,46.95553315
134.4160165,53.267647
135.5861355,53.63713263
136.9850649,51.40560184
137.6939427,55.11954146
139.0899758,51.40194758
140.2571985,50.28537013
141.4251453,49.54030845
142.5930921,48.79524676
144.0014346,51.39342099
145.1758982,53.99200125
146.1229995,59.93462947
147.2960148,61.79017818
148.4632375,60.67360073
149.6304602,59.55702327
150.8005793,59.9265089
151.9634575,56.58083682
153.1234393,51.74910166
154.2892139,49.88949267
155.460057,50.63049407
156.6352446,53.60059009
157.8031914,52.85552841
158.9689659,50.99591942
159.9102745,53.96642147
160.1492221,56.56662584
161.317893,56.19307993
162.4814953,53.21892362
163.6450975,50.24476731
164.8094239,47.64212678
165.9773707,46.89706509
166.9085422,44.66634636
167.8375414,41.32108031
169.00404,39.83298708
170.1712627,38.71640963
171.3384854,37.59983218
172.5078803,37.59780203
173.675103,36.48122458
174.844498,36.47919444
176.0131688,36.10564853
177.1803915,34.98907108
178.3526828,36.47310402
179.5249741,37.95713696
180.6950931,38.32662259
181.8659363,39.06762399
183.0360553,39.43710962
184.2047262,39.06356371
185.3748452,39.43304934
186.5413438,37.94495612
187.7063943,35.71383135
188.8721688,33.85422235
190.0401156,33.10916067
191.2087864,32.73561476
192.3781814,32.73358462
193.5454041,31.61700717
194.7155231,31.9864928
195.8885385,33.84204151
197.0593816,34.58304291
198.2287766,34.58101277
199.3996197,35.32201417
200.5690146,35.31998403
201.7398578,36.06098543
202.9085286,35.68743952
204.0771995,35.31389361
205.2465944,35.31186347
206.4145412,34.56680178
207.5817639,33.45022433
208.7504348,33.07667842
209.9191057,32.70313251
211.0856043,31.21503928
212.2499306,28.61239875
213.4149811,26.38127398
214.1151699,25.63702435
215,25
